Filling queue with 20000 CIFAR images before starting to train. This will take a few minutes.
2016-10-15 01:34:18.610808: step 0, loss = 4.67 (5.9 examples/sec; 21.874 sec/batch)
2016-10-15 03:12:32.692213: step 33010, loss = 0.98 (763.3 examples/sec; 0.168 sec/batch)
2016-10-15 03:12:34.451692: step 33020, loss = 0.89 (714.4 examples/sec; 0.179 sec/batch)
2016-10-15 03:12:36.212283: step 33030, loss = 0.71 (725.3 examples/sec; 0.176 sec/batch)
2016-10-15 03:12:37.969543: step 33040, loss = 0.72 (734.7 examples/sec; 0.174 sec/batch)
2016-10-15 03:12:39.737359: step 33050, loss = 0.76 (706.0 examples/sec; 0.181 sec/batch)
2016-10-15 03:12:41.491446: step 33060, loss = 0.90 (757.2 examples/sec; 0.169 sec/batch)
2016-10-15 03:12:43.241773: step 33070, loss = 0.76 (728.9 examples/sec; 0.176 sec/batch)
2016-10-15 03:12:45.001467: step 33080, loss = 0.86 (730.5 examples/sec; 0.175 sec/batch)
2016-10-15 03:12:46.762698: step 33090, loss = 0.76 (749.9 examples/sec; 0.171 sec/batch)
2016-10-15 03:12:48.525149: step 33100, loss = 0.78 (732.8 examples/sec; 0.175 sec/batch)
2016-10-15 03:12:50.472689: step 33110, loss = 0.86 (734.0 examples/sec; 0.174 sec/batch)
2016-10-15 03:12:52.230783: step 33120, loss = 0.78 (777.5 examples/sec; 0.165 sec/batch)
2016-10-15 03:12:53.998567: step 33130, loss = 0.72 (715.9 examples/sec; 0.179 sec/batch)
2016-10-15 03:12:55.756391: step 33140, loss = 0.74 (735.8 examples/sec; 0.174 sec/batch)
2016-10-15 03:12:57.510472: step 33150, loss = 0.95 (734.7 examples/sec; 0.174 sec/batch)
2016-10-15 03:12:59.273127: step 33160, loss = 0.59 (736.0 examples/sec; 0.174 sec/batch)
2016-10-15 03:13:01.025887: step 33170, loss = 0.91 (734.2 examples/sec; 0.174 sec/batch)
2016-10-15 03:13:02.784076: step 33180, loss = 0.66 (724.9 examples/sec; 0.177 sec/batch)
2016-10-15 03:13:04.549332: step 33190, loss = 0.75 (745.9 examples/sec; 0.172 sec/batch)
2016-10-15 03:13:06.311375: step 33200, loss = 0.75 (728.5 examples/sec; 0.176 sec/batch)
2016-10-15 03:13:08.263346: step 33210, loss = 0.75 (717.3 examples/sec; 0.178 sec/batch)
2016-10-15 03:13:10.018025: step 33220, loss = 0.67 (750.5 examples/sec; 0.171 sec/batch)
2016-10-15 03:13:11.791127: step 33230, loss = 0.94 (684.7 examples/sec; 0.187 sec/batch)
2016-10-15 03:13:13.543357: step 33240, loss = 0.80 (723.5 examples/sec; 0.177 sec/batch)
2016-10-15 03:13:15.305251: step 33250, loss = 0.69 (757.3 examples/sec; 0.169 sec/batch)
2016-10-15 03:13:17.067432: step 33260, loss = 0.83 (706.7 examples/sec; 0.181 sec/batch)
2016-10-15 03:13:18.824161: step 33270, loss = 0.69 (709.7 examples/sec; 0.180 sec/batch)
2016-10-15 03:13:20.579145: step 33280, loss = 0.80 (725.8 examples/sec; 0.176 sec/batch)
2016-10-15 03:13:22.334104: step 33290, loss = 0.90 (725.6 examples/sec; 0.176 sec/batch)
2016-10-15 03:13:24.092631: step 33300, loss = 0.72 (736.5 examples/sec; 0.174 sec/batch)
2016-10-15 03:13:26.033695: step 33310, loss = 0.75 (719.0 examples/sec; 0.178 sec/batch)
2016-10-15 03:13:27.784347: step 33320, loss = 0.70 (746.8 examples/sec; 0.171 sec/batch)
2016-10-15 03:13:29.550710: step 33330, loss = 0.80 (725.0 examples/sec; 0.177 sec/batch)
2016-10-15 03:13:31.304265: step 33340, loss = 0.90 (748.1 examples/sec; 0.171 sec/batch)
2016-10-15 03:13:33.064749: step 33350, loss = 0.77 (750.3 examples/sec; 0.171 sec/batch)
2016-10-15 03:13:34.817849: step 33360, loss = 0.68 (730.1 examples/sec; 0.175 sec/batch)
2016-10-15 03:13:36.574927: step 33370, loss = 0.75 (742.2 examples/sec; 0.172 sec/batch)
2016-10-15 03:13:38.328913: step 33380, loss = 0.69 (746.6 examples/sec; 0.171 sec/batch)
2016-10-15 03:13:40.091858: step 33390, loss = 0.73 (723.3 examples/sec; 0.177 sec/batch)
2016-10-15 03:13:41.848305: step 33400, loss = 0.60 (734.9 examples/sec; 0.174 sec/batch)
2016-10-15 03:13:43.787176: step 33410, loss = 0.82 (712.2 examples/sec; 0.180 sec/batch)
2016-10-15 03:13:45.540450: step 33420, loss = 0.72 (748.3 examples/sec; 0.171 sec/batch)
2016-10-15 03:13:47.300069: step 33430, loss = 0.70 (714.5 examples/sec; 0.179 sec/batch)
2016-10-15 03:13:49.058478: step 33440, loss = 0.81 (704.9 examples/sec; 0.182 sec/batch)
2016-10-15 03:13:50.803955: step 33450, loss = 0.85 (773.3 examples/sec; 0.166 sec/batch)
2016-10-15 03:13:52.571084: step 33460, loss = 0.71 (723.6 examples/sec; 0.177 sec/batch)
2016-10-15 03:13:54.337189: step 33470, loss = 0.60 (723.3 examples/sec; 0.177 sec/batch)
2016-10-15 03:13:56.089044: step 33480, loss = 0.67 (722.0 examples/sec; 0.177 sec/batch)
2016-10-15 03:13:57.853821: step 33490, loss = 0.80 (738.0 examples/sec; 0.173 sec/batch)
2016-10-15 03:13:59.610145: step 33500, loss = 0.65 (743.3 examples/sec; 0.172 sec/batch)
2016-10-15 03:14:01.567133: step 33510, loss = 0.81 (711.0 examples/sec; 0.180 sec/batch)
2016-10-15 03:14:03.336190: step 33520, loss = 0.72 (702.2 examples/sec; 0.182 sec/batch)
2016-10-15 03:14:05.094628: step 33530, loss = 0.72 (737.8 examples/sec; 0.173 sec/batch)
2016-10-15 03:14:06.845140: step 33540, loss = 0.82 (752.4 examples/sec; 0.170 sec/batch)
2016-10-15 03:14:08.604388: step 33550, loss = 0.86 (727.9 examples/sec; 0.176 sec/batch)
2016-10-15 03:14:10.371434: step 33560, loss = 0.87 (734.2 examples/sec; 0.174 sec/batch)
2016-10-15 03:14:12.133979: step 33570, loss = 0.79 (739.6 examples/sec; 0.173 sec/batch)
2016-10-15 03:14:13.901171: step 33580, loss = 0.65 (732.1 examples/sec; 0.175 sec/batch)
2016-10-15 03:14:15.657455: step 33590, loss = 0.90 (715.2 examples/sec; 0.179 sec/batch)
2016-10-15 03:14:17.415535: step 33600, loss = 0.64 (726.2 examples/sec; 0.176 sec/batch)
2016-10-15 03:14:19.374395: step 33610, loss = 0.63 (729.3 examples/sec; 0.176 sec/batch)
2016-10-15 03:14:21.137192: step 33620, loss = 0.90 (729.9 examples/sec; 0.175 sec/batch)
2016-10-15 03:14:22.898484: step 33630, loss = 0.89 (731.1 examples/sec; 0.175 sec/batch)
2016-10-15 03:14:24.666586: step 33640, loss = 0.73 (713.2 examples/sec; 0.179 sec/batch)
2016-10-15 03:14:26.435993: step 33650, loss = 0.60 (729.9 examples/sec; 0.175 sec/batch)
2016-10-15 03:14:28.194926: step 33660, loss = 0.92 (742.8 examples/sec; 0.172 sec/batch)
2016-10-15 03:14:29.957957: step 33670, loss = 0.85 (725.8 examples/sec; 0.176 sec/batch)
2016-10-15 03:14:31.717328: step 33680, loss = 0.72 (709.1 examples/sec; 0.181 sec/batch)
2016-10-15 03:14:33.471896: step 33690, loss = 0.67 (745.8 examples/sec; 0.172 sec/batch)
2016-10-15 03:14:35.226306: step 33700, loss = 0.88 (727.5 examples/sec; 0.176 sec/batch)
2016-10-15 03:14:37.175766: step 33710, loss = 0.76 (743.3 examples/sec; 0.172 sec/batch)
2016-10-15 03:14:38.946878: step 33720, loss = 0.76 (703.4 examples/sec; 0.182 sec/batch)
2016-10-15 03:14:40.702784: step 33730, loss = 0.68 (737.7 examples/sec; 0.174 sec/batch)
2016-10-15 03:14:42.459836: step 33740, loss = 0.67 (732.1 examples/sec; 0.175 sec/batch)
2016-10-15 03:14:44.225275: step 33750, loss = 0.71 (738.1 examples/sec; 0.173 sec/batch)
2016-10-15 03:14:45.990580: step 33760, loss = 0.71 (733.4 examples/sec; 0.175 sec/batch)
2016-10-15 03:14:47.748485: step 33770, loss = 0.71 (719.7 examples/sec; 0.178 sec/batch)
2016-10-15 03:14:49.509646: step 33780, loss = 0.84 (721.1 examples/sec; 0.178 sec/batch)
2016-10-15 03:14:51.267672: step 33790, loss = 0.78 (737.5 examples/sec; 0.174 sec/batch)
2016-10-15 03:14:53.030874: step 33800, loss = 0.80 (715.1 examples/sec; 0.179 sec/batch)
2016-10-15 03:14:54.972690: step 33810, loss = 0.86 (715.8 examples/sec; 0.179 sec/batch)
2016-10-15 03:14:56.737405: step 33820, loss = 0.75 (722.6 examples/sec; 0.177 sec/batch)
2016-10-15 03:14:58.501062: step 33830, loss = 0.90 (714.0 examples/sec; 0.179 sec/batch)
2016-10-15 03:15:00.261782: step 33840, loss = 0.70 (731.0 examples/sec; 0.175 sec/batch)
2016-10-15 03:15:02.031898: step 33850, loss = 0.86 (755.5 examples/sec; 0.169 sec/batch)
2016-10-15 03:15:03.796884: step 33860, loss = 0.91 (719.8 examples/sec; 0.178 sec/batch)
2016-10-15 03:15:05.565105: step 33870, loss = 0.82 (725.1 examples/sec; 0.177 sec/batch)
2016-10-15 03:15:07.336982: step 33880, loss = 0.79 (731.2 examples/sec; 0.175 sec/batch)
2016-10-15 03:15:09.105105: step 33890, loss = 0.86 (772.9 examples/sec; 0.166 sec/batch)
2016-10-15 03:15:10.872591: step 33900, loss = 0.72 (736.2 examples/sec; 0.174 sec/batch)
2016-10-15 03:15:12.819332: step 33910, loss = 0.79 (726.0 examples/sec; 0.176 sec/batch)
2016-10-15 03:15:14.593148: step 33920, loss = 0.86 (734.0 examples/sec; 0.174 sec/batch)
2016-10-15 03:15:16.361972: step 33930, loss = 0.76 (734.1 examples/sec; 0.174 sec/batch)
2016-10-15 03:15:18.125780: step 33940, loss = 0.89 (717.1 examples/sec; 0.178 sec/batch)
2016-10-15 03:15:19.883308: step 33950, loss = 0.83 (736.4 examples/sec; 0.174 sec/batch)
2016-10-15 03:15:21.642182: step 33960, loss = 0.85 (727.5 examples/sec; 0.176 sec/batch)
2016-10-15 03:15:23.405839: step 33970, loss = 0.75 (775.7 examples/sec; 0.165 sec/batch)
2016-10-15 03:15:25.163148: step 33980, loss = 0.72 (734.2 examples/sec; 0.174 sec/batch)
2016-10-15 03:15:26.913860: step 33990, loss = 0.92 (729.0 examples/sec; 0.176 sec/batch)
2016-10-15 03:15:28.679094: step 34000, loss = 0.81 (714.5 examples/sec; 0.179 sec/batch)
2016-10-15 03:15:31.192354: step 34010, loss = 0.69 (708.7 examples/sec; 0.181 sec/batch)
2016-10-15 03:15:32.958179: step 34020, loss = 0.88 (738.2 examples/sec; 0.173 sec/batch)
2016-10-15 03:15:34.735043: step 34030, loss = 0.67 (721.3 examples/sec; 0.177 sec/batch)
2016-10-15 03:15:36.495830: step 34040, loss = 0.73 (723.0 examples/sec; 0.177 sec/batch)
2016-10-15 03:15:38.245558: step 34050, loss = 0.77 (719.8 examples/sec; 0.178 sec/batch)
2016-10-15 03:15:40.008722: step 34060, loss = 0.68 (757.9 examples/sec; 0.169 sec/batch)
2016-10-15 03:15:41.781120: step 34070, loss = 0.71 (710.8 examples/sec; 0.180 sec/batch)
2016-10-15 03:15:43.548010: step 34080, loss = 1.06 (722.0 examples/sec; 0.177 sec/batch)
2016-10-15 03:15:45.313537: step 34090, loss = 0.72 (711.8 examples/sec; 0.180 sec/batch)
2016-10-15 03:15:47.066225: step 34100, loss = 0.83 (724.1 examples/sec; 0.177 sec/batch)
2016-10-15 03:15:49.007071: step 34110, loss = 0.99 (724.2 examples/sec; 0.177 sec/batch)
2016-10-15 03:15:50.763734: step 34120, loss = 0.85 (737.5 examples/sec; 0.174 sec/batch)
2016-10-15 03:15:52.530387: step 34130, loss = 0.87 (701.5 examples/sec; 0.182 sec/batch)
2016-10-15 03:15:54.288068: step 34140, loss = 0.70 (709.1 examples/sec; 0.181 sec/batch)
2016-10-15 03:15:56.047729: step 34150, loss = 0.64 (738.8 examples/sec; 0.173 sec/batch)
2016-10-15 03:15:57.805102: step 34160, loss = 0.79 (725.2 examples/sec; 0.177 sec/batch)
2016-10-15 03:15:59.564745: step 34170, loss = 0.99 (750.2 examples/sec; 0.171 sec/batch)
2016-10-15 03:16:01.325379: step 34180, loss = 0.87 (717.4 examples/sec; 0.178 sec/batch)
2016-10-15 03:16:03.089343: step 34190, loss = 0.80 (724.5 examples/sec; 0.177 sec/batch)
2016-10-15 03:16:04.848728: step 34200, loss = 0.81 (739.8 examples/sec; 0.173 sec/batch)
2016-10-15 03:16:06.803564: step 34210, loss = 0.82 (698.9 examples/sec; 0.183 sec/batch)
2016-10-15 03:16:08.558883: step 34220, loss = 1.05 (729.8 examples/sec; 0.175 sec/batch)
2016-10-15 03:16:10.313632: step 34230, loss = 0.58 (720.1 examples/sec; 0.178 sec/batch)
2016-10-15 03:16:12.071764: step 34240, loss = 0.78 (719.6 examples/sec; 0.178 sec/batch)
2016-10-15 03:16:13.837556: step 34250, loss = 0.69 (718.6 examples/sec; 0.178 sec/batch)
2016-10-15 03:16:15.596372: step 34260, loss = 0.76 (724.0 examples/sec; 0.177 sec/batch)
2016-10-15 03:16:17.365939: step 34270, loss = 0.71 (723.1 examples/sec; 0.177 sec/batch)
2016-10-15 03:16:19.109846: step 34280, loss = 0.89 (735.8 examples/sec; 0.174 sec/batch)
2016-10-15 03:16:20.865739: step 34290, loss = 0.87 (742.3 examples/sec; 0.172 sec/batch)
2016-10-15 03:16:22.616878: step 34300, loss = 0.72 (753.3 examples/sec; 0.170 sec/batch)
2016-10-15 03:16:24.556847: step 34310, loss = 1.01 (738.2 examples/sec; 0.173 sec/batch)
2016-10-15 03:16:26.312672: step 34320, loss = 0.68 (727.3 examples/sec; 0.176 sec/batch)
2016-10-15 03:16:28.068864: step 34330, loss = 0.81 (731.7 examples/sec; 0.175 sec/batch)
2016-10-15 03:16:29.822344: step 34340, loss = 0.79 (717.9 examples/sec; 0.178 sec/batch)
2016-10-15 03:16:31.578937: step 34350, loss = 0.70 (712.5 examples/sec; 0.180 sec/batch)
2016-10-15 03:16:33.340907: step 34360, loss = 0.70 (700.4 examples/sec; 0.183 sec/batch)
2016-10-15 03:16:35.099281: step 34370, loss = 0.88 (739.7 examples/sec; 0.173 sec/batch)
2016-10-15 03:16:36.857104: step 34380, loss = 0.99 (760.6 examples/sec; 0.168 sec/batch)
2016-10-15 03:16:38.621208: step 34390, loss = 0.69 (725.1 examples/sec; 0.177 sec/batch)
2016-10-15 03:16:40.376483: step 34400, loss = 0.66 (747.1 examples/sec; 0.171 sec/batch)
2016-10-15 03:16:42.317701: step 34410, loss = 0.70 (731.7 examples/sec; 0.175 sec/batch)
2016-10-15 03:16:44.075722: step 34420, loss = 0.74 (741.2 examples/sec; 0.173 sec/batch)
2016-10-15 03:16:45.844028: step 34430, loss = 0.80 (685.9 examples/sec; 0.187 sec/batch)
2016-10-15 03:16:47.588470: step 34440, loss = 0.71 (741.4 examples/sec; 0.173 sec/batch)
2016-10-15 03:16:49.345468: step 34450, loss = 0.75 (717.1 examples/sec; 0.178 sec/batch)
2016-10-15 03:16:51.098603: step 34460, loss = 0.66 (730.6 examples/sec; 0.175 sec/batch)
2016-10-15 03:16:52.863824: step 34470, loss = 0.95 (766.8 examples/sec; 0.167 sec/batch)
2016-10-15 03:16:54.620907: step 34480, loss = 0.98 (749.8 examples/sec; 0.171 sec/batch)
2016-10-15 03:16:56.375939: step 34490, loss = 0.93 (747.1 examples/sec; 0.171 sec/batch)
2016-10-15 03:16:58.135326: step 34500, loss = 0.81 (740.6 examples/sec; 0.173 sec/batch)
2016-10-15 03:17:00.077934: step 34510, loss = 0.96 (746.2 examples/sec; 0.172 sec/batch)
2016-10-15 03:17:01.832877: step 34520, loss = 0.75 (721.3 examples/sec; 0.177 sec/batch)
2016-10-15 03:17:03.596374: step 34530, loss = 0.67 (728.5 examples/sec; 0.176 sec/batch)
2016-10-15 03:17:05.361586: step 34540, loss = 0.94 (722.0 examples/sec; 0.177 sec/batch)
2016-10-15 03:17:07.113816: step 34550, loss = 0.90 (737.5 examples/sec; 0.174 sec/batch)
2016-10-15 03:17:08.879105: step 34560, loss = 0.68 (721.8 examples/sec; 0.177 sec/batch)
2016-10-15 03:17:10.629849: step 34570, loss = 0.61 (740.9 examples/sec; 0.173 sec/batch)
2016-10-15 03:17:12.391367: step 34580, loss = 0.93 (725.5 examples/sec; 0.176 sec/batch)
2016-10-15 03:17:14.157869: step 34590, loss = 0.73 (725.3 examples/sec; 0.176 sec/batch)
2016-10-15 03:17:15.922675: step 34600, loss = 0.82 (743.2 examples/sec; 0.172 sec/batch)
2016-10-15 03:17:17.869815: step 34610, loss = 0.85 (738.2 examples/sec; 0.173 sec/batch)
2016-10-15 03:17:19.632403: step 34620, loss = 0.82 (728.6 examples/sec; 0.176 sec/batch)
2016-10-15 03:17:21.399417: step 34630, loss = 0.83 (731.2 examples/sec; 0.175 sec/batch)
2016-10-15 03:17:23.161442: step 34640, loss = 0.78 (713.8 examples/sec; 0.179 sec/batch)
2016-10-15 03:17:24.915897: step 34650, loss = 0.72 (749.3 examples/sec; 0.171 sec/batch)
2016-10-15 03:17:26.680766: step 34660, loss = 0.63 (716.5 examples/sec; 0.179 sec/batch)
2016-10-15 03:17:28.446453: step 34670, loss = 0.78 (724.6 examples/sec; 0.177 sec/batch)
2016-10-15 03:17:30.207910: step 34680, loss = 0.77 (711.2 examples/sec; 0.180 sec/batch)
2016-10-15 03:17:31.983361: step 34690, loss = 0.88 (691.0 examples/sec; 0.185 sec/batch)
2016-10-15 03:17:33.736211: step 34700, loss = 0.83 (729.0 examples/sec; 0.176 sec/batch)
2016-10-15 03:17:35.693947: step 34710, loss = 0.76 (700.1 examples/sec; 0.183 sec/batch)
2016-10-15 03:17:37.449008: step 34720, loss = 0.75 (719.1 examples/sec; 0.178 sec/batch)
2016-10-15 03:17:39.208026: step 34730, loss = 0.85 (712.7 examples/sec; 0.180 sec/batch)
2016-10-15 03:17:40.967314: step 34740, loss = 0.69 (735.3 examples/sec; 0.174 sec/batch)
2016-10-15 03:17:42.734891: step 34750, loss = 0.69 (694.0 examples/sec; 0.184 sec/batch)
2016-10-15 03:17:44.486722: step 34760, loss = 0.72 (727.3 examples/sec; 0.176 sec/batch)
2016-10-15 03:17:46.241707: step 34770, loss = 0.72 (750.0 examples/sec; 0.171 sec/batch)
2016-10-15 03:17:47.995630: step 34780, loss = 0.60 (740.4 examples/sec; 0.173 sec/batch)
2016-10-15 03:17:49.760267: step 34790, loss = 0.64 (725.0 examples/sec; 0.177 sec/batch)
2016-10-15 03:17:51.513961: step 34800, loss = 0.85 (744.0 examples/sec; 0.172 sec/batch)
2016-10-15 03:17:53.459824: step 34810, loss = 0.74 (724.5 examples/sec; 0.177 sec/batch)
2016-10-15 03:17:55.214551: step 34820, loss = 0.76 (740.4 examples/sec; 0.173 sec/batch)
2016-10-15 03:17:56.977001: step 34830, loss = 0.72 (724.7 examples/sec; 0.177 sec/batch)
2016-10-15 03:17:58.730468: step 34840, loss = 0.64 (749.1 examples/sec; 0.171 sec/batch)
2016-10-15 03:18:00.490488: step 34850, loss = 0.87 (724.1 examples/sec; 0.177 sec/batch)
2016-10-15 03:18:02.247060: step 34860, loss = 0.89 (722.5 examples/sec; 0.177 sec/batch)
2016-10-15 03:18:04.016750: step 34870, loss = 0.89 (716.4 examples/sec; 0.179 sec/batch)
2016-10-15 03:18:05.777789: step 34880, loss = 0.69 (722.2 examples/sec; 0.177 sec/batch)
2016-10-15 03:18:07.525253: step 34890, loss = 0.75 (722.5 examples/sec; 0.177 sec/batch)
2016-10-15 03:18:09.278354: step 34900, loss = 0.61 (707.6 examples/sec; 0.181 sec/batch)
2016-10-15 03:18:11.221336: step 34910, loss = 0.74 (722.0 examples/sec; 0.177 sec/batch)
2016-10-15 03:18:12.986079: step 34920, loss = 0.78 (720.5 examples/sec; 0.178 sec/batch)
2016-10-15 03:18:14.745303: step 34930, loss = 0.80 (740.5 examples/sec; 0.173 sec/batch)
2016-10-15 03:18:16.507247: step 34940, loss = 0.74 (710.4 examples/sec; 0.180 sec/batch)
2016-10-15 03:18:18.257949: step 34950, loss = 0.75 (736.5 examples/sec; 0.174 sec/batch)
2016-10-15 03:18:20.013691: step 34960, loss = 0.69 (733.4 examples/sec; 0.175 sec/batch)
2016-10-15 03:18:21.773883: step 34970, loss = 0.73 (740.9 examples/sec; 0.173 sec/batch)
2016-10-15 03:18:23.526548: step 34980, loss = 0.70 (721.3 examples/sec; 0.177 sec/batch)
2016-10-15 03:18:25.282115: step 34990, loss = 0.85 (750.0 examples/sec; 0.171 sec/batch)
2016-10-15 03:18:27.044477: step 35000, loss = 0.82 (736.1 examples/sec; 0.174 sec/batch)
2016-10-15 03:18:29.481855: step 35010, loss = 0.73 (737.2 examples/sec; 0.174 sec/batch)
2016-10-15 03:18:31.236153: step 35020, loss = 0.76 (738.0 examples/sec; 0.173 sec/batch)
2016-10-15 03:18:33.003085: step 35030, loss = 0.79 (718.4 examples/sec; 0.178 sec/batch)
2016-10-15 03:18:34.758884: step 35040, loss = 0.87 (710.7 examples/sec; 0.180 sec/batch)
2016-10-15 03:18:36.511448: step 35050, loss = 0.69 (737.0 examples/sec; 0.174 sec/batch)
2016-10-15 03:18:38.266297: step 35060, loss = 0.88 (733.2 examples/sec; 0.175 sec/batch)
2016-10-15 03:18:40.020525: step 35070, loss = 0.79 (728.8 examples/sec; 0.176 sec/batch)
2016-10-15 03:18:41.780867: step 35080, loss = 0.80 (741.2 examples/sec; 0.173 sec/batch)
2016-10-15 03:18:43.533515: step 35090, loss = 0.77 (723.0 examples/sec; 0.177 sec/batch)
2016-10-15 03:18:45.289375: step 35100, loss = 0.66 (713.2 examples/sec; 0.179 sec/batch)
2016-10-15 03:18:47.225741: step 35110, loss = 0.71 (714.7 examples/sec; 0.179 sec/batch)
2016-10-15 03:18:48.991867: step 35120, loss = 0.87 (737.5 examples/sec; 0.174 sec/batch)
2016-10-15 03:18:50.750122: step 35130, loss = 0.67 (738.4 examples/sec; 0.173 sec/batch)
2016-10-15 03:18:52.508342: step 35140, loss = 0.72 (738.7 examples/sec; 0.173 sec/batch)
2016-10-15 03:18:54.272010: step 35150, loss = 0.84 (735.2 examples/sec; 0.174 sec/batch)
2016-10-15 03:18:56.032095: step 35160, loss = 0.60 (742.2 examples/sec; 0.172 sec/batch)
2016-10-15 03:18:57.795269: step 35170, loss = 0.77 (715.8 examples/sec; 0.179 sec/batch)
2016-10-15 03:18:59.559354: step 35180, loss = 0.71 (704.7 examples/sec; 0.182 sec/batch)
2016-10-15 03:19:01.312456: step 35190, loss = 0.68 (722.9 examples/sec; 0.177 sec/batch)
2016-10-15 03:19:03.079955: step 35200, loss = 0.56 (698.0 examples/sec; 0.183 sec/batch)
2016-10-15 03:19:05.027279: step 35210, loss = 0.72 (705.8 examples/sec; 0.181 sec/batch)
2016-10-15 03:19:06.782975: step 35220, loss = 0.66 (748.8 examples/sec; 0.171 sec/batch)
2016-10-15 03:19:08.548448: step 35230, loss = 0.82 (725.7 examples/sec; 0.176 sec/batch)
2016-10-15 03:19:10.306333: step 35240, loss = 1.00 (736.4 examples/sec; 0.174 sec/batch)
2016-10-15 03:19:12.055915: step 35250, loss = 0.70 (736.0 examples/sec; 0.174 sec/batch)
2016-10-15 03:19:13.817759: step 35260, loss = 0.72 (711.2 examples/sec; 0.180 sec/batch)
2016-10-15 03:19:15.579027: step 35270, loss = 0.86 (717.9 examples/sec; 0.178 sec/batch)
2016-10-15 03:19:17.330488: step 35280, loss = 0.66 (729.3 examples/sec; 0.176 sec/batch)
2016-10-15 03:19:19.080062: step 35290, loss = 0.65 (745.9 examples/sec; 0.172 sec/batch)
2016-10-15 03:19:20.844932: step 35300, loss = 0.69 (715.7 examples/sec; 0.179 sec/batch)
2016-10-15 03:19:22.796949: step 35310, loss = 0.74 (708.2 examples/sec; 0.181 sec/batch)
2016-10-15 03:19:24.565130: step 35320, loss = 0.75 (740.9 examples/sec; 0.173 sec/batch)
2016-10-15 03:19:26.332582: step 35330, loss = 0.72 (748.0 examples/sec; 0.171 sec/batch)
2016-10-15 03:19:28.093623: step 35340, loss = 0.74 (734.2 examples/sec; 0.174 sec/batch)
2016-10-15 03:19:29.858160: step 35350, loss = 0.73 (742.6 examples/sec; 0.172 sec/batch)
2016-10-15 03:19:31.613478: step 35360, loss = 0.70 (706.4 examples/sec; 0.181 sec/batch)
2016-10-15 03:19:33.374844: step 35370, loss = 0.95 (722.0 examples/sec; 0.177 sec/batch)
2016-10-15 03:19:35.129823: step 35380, loss = 0.80 (731.1 examples/sec; 0.175 sec/batch)
2016-10-15 03:19:36.889320: step 35390, loss = 0.73 (713.8 examples/sec; 0.179 sec/batch)
2016-10-15 03:19:38.646750: step 35400, loss = 0.72 (726.1 examples/sec; 0.176 sec/batch)
2016-10-15 03:19:40.588682: step 35410, loss = 0.66 (737.7 examples/sec; 0.174 sec/batch)
2016-10-15 03:19:42.356982: step 35420, loss = 0.66 (710.4 examples/sec; 0.180 sec/batch)
2016-10-15 03:19:44.119550: step 35430, loss = 0.74 (685.4 examples/sec; 0.187 sec/batch)
2016-10-15 03:19:45.870660: step 35440, loss = 0.97 (709.1 examples/sec; 0.181 sec/batch)
2016-10-15 03:19:47.630820: step 35450, loss = 0.77 (707.7 examples/sec; 0.181 sec/batch)
2016-10-15 03:19:49.396132: step 35460, loss = 0.87 (697.9 examples/sec; 0.183 sec/batch)
2016-10-15 03:19:51.144329: step 35470, loss = 0.80 (731.7 examples/sec; 0.175 sec/batch)
2016-10-15 03:19:52.904543: step 35480, loss = 0.90 (739.6 examples/sec; 0.173 sec/batch)
2016-10-15 03:19:54.667818: step 35490, loss = 0.74 (713.7 examples/sec; 0.179 sec/batch)
2016-10-15 03:19:56.418376: step 35500, loss = 0.81 (742.8 examples/sec; 0.172 sec/batch)
2016-10-15 03:19:58.357590: step 35510, loss = 0.76 (712.2 examples/sec; 0.180 sec/batch)
2016-10-15 03:20:00.110405: step 35520, loss = 0.73 (733.8 examples/sec; 0.174 sec/batch)
2016-10-15 03:20:01.866089: step 35530, loss = 0.87 (731.3 examples/sec; 0.175 sec/batch)
2016-10-15 03:20:03.660369: step 35540, loss = 0.91 (722.2 examples/sec; 0.177 sec/batch)
2016-10-15 03:20:05.419337: step 35550, loss = 0.86 (722.1 examples/sec; 0.177 sec/batch)
2016-10-15 03:20:07.176266: step 35560, loss = 0.66 (731.6 examples/sec; 0.175 sec/batch)
2016-10-15 03:20:08.925793: step 35570, loss = 0.84 (741.9 examples/sec; 0.173 sec/batch)
2016-10-15 03:20:10.692117: step 35580, loss = 0.77 (732.3 examples/sec; 0.175 sec/batch)
2016-10-15 03:20:12.450032: step 35590, loss = 0.83 (724.6 examples/sec; 0.177 sec/batch)
2016-10-15 03:20:14.213156: step 35600, loss = 0.77 (696.9 examples/sec; 0.184 sec/batch)
2016-10-15 03:20:16.139479: step 35610, loss = 0.87 (733.5 examples/sec; 0.175 sec/batch)
2016-10-15 03:20:17.906095: step 35620, loss = 0.76 (711.3 examples/sec; 0.180 sec/batch)
2016-10-15 03:20:19.651904: step 35630, loss = 0.65 (738.2 examples/sec; 0.173 sec/batch)
2016-10-15 03:20:21.414913: step 35640, loss = 0.73 (731.4 examples/sec; 0.175 sec/batch)
2016-10-15 03:20:23.172572: step 35650, loss = 0.62 (718.7 examples/sec; 0.178 sec/batch)
2016-10-15 03:20:24.932093: step 35660, loss = 0.72 (739.0 examples/sec; 0.173 sec/batch)
2016-10-15 03:20:26.692860: step 35670, loss = 0.56 (732.7 examples/sec; 0.175 sec/batch)
